"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"South Asia (IDA & IBRD)","TSA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","49.0159","49.0159","49.4377","48.4186","51.8008","53.9735","53.8079","55.5538","58.37","62.4088","65.6194","66.936","60.0935","62.0776","63.3877","67.3183","68.725","73.6882","76.8291","82.8527","83.3231","86.6027","90.401","93.0143","96.9698","105.9872","115.7322","118.304","122.8069","128.8636","130.2963","130.7446","134.0763","137.5644","149.0701","155.5075","161.2778","189.972","210.6095","228.0478","246.5893","267.4883","281.041","284.9048","297.5877","326.0682","346.2948","374.2686","385.5888","383.7311","341.5687","355.878","378.5137","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","46.6653","46.6653","48.8699","51.4445","49.4672","53.4644","53.3347","55.5749","59.6978","55.4731","59.282","60.936","61.5904","61.9325","61.9053","61.3591","61.3684","62.1451","67.1434","67.7492","67.6682","70.3577","75.1597","71.4465","70.7198","77.9477","80.866","88.0119","84.7629","88.5547","90.8819","98.2745","102.6139","108.3218","114.3135","116.2306","116.4967","122.0781","129.939","131.247","142.8091","152.0523","162.4034","184.3916","190.2226","192.5506","200.7928","204.8211","214.0177","223.2703","201.7731","218.2357","225.9974","",
"Trinidad and Tobago","TTO","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.7296","0.7296","0.8295","1.1219","0.894","0.8962","0.9301","1.145","1.2648","1.3112","1.4085","1.4963","1.5993","1.6293","1.7082","1.6782","1.7224","1.7208","1.3371","1.3061","1.3454","1.419","1.356","1.2186","1.283","1.3373","1.3852","1.5049","1.5549","1.5705","1.6373","1.638","1.6886","1.6846","2.053","2.1515","2.6337","2.7758","3.0013","3.0452","3.2036","3.1881","3.1127","2.983","3.3537","3.3715","3.0321","3.0465","2.5025","2.7698","2.3069","2.346","2.4077","",
"Tunisia","TUN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.8915","0.8915","0.9771","1.0658","1.1772","1.2504","1.3716","1.429","1.544","1.6431","1.7708","1.8887","1.9042","2.0429","2.1474","2.2542","2.2029","2.2004","2.2741","2.3788","2.4913","2.561","2.6366","2.9621","3.0952","3.1976","3.32","3.511","3.6114","3.8426","4.0269","4.131","4.2365","4.3777","4.4158","4.5896","4.5615","4.8054","4.6503","5.7165","6.8615","6.3996","6.3564","6.0551","6.3312","6.725","7.083","7.6148","7.6273","7.3196","7.085","8.6721","8.692","",
"Turkiye","TUR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","10.2767","11.0977","12.3015","13.8429","14.3706","16.3763","17.6625","20.0544","19.4705","17.4672","16.7433","16.8674","18.0669","18.907","19.0821","19.7597","22.0809","25.1473","25.5515","25.9493","27.851","26.5579","27.1141","32.2711","31.3355","35.2006","36.9932","34.3485","31.7171","33.2992","34.7352","33.3117","35.0762","35.1269","35.7433","36.9415","41.6515","47.4505","44.6722","44.2586","43.3861","44.0003","51.0565","57.2043","60.9324","72.5081","79.1517","82.8434","83.3702","83.5207","78.8566","84.1449","88.4502","",
"Tuvalu","TUV","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.7108","0.7108","0.8514","0.8091","0.7583","0.7472","0.7489","0.7214","0.6668","0.7144","0.6923","0.68","0.621","0.6333","0.633","0.6424","0.6393","0.6612","0.6674","0.6585","0.6995","0.6547","0.6828","0.7107","0.7107","0.8972","1.2017","1.1758","1.3942","1.1592","1.4601","1.7498","2.1968","2.3144","2.3997","2.7636","2.8557","2.8442","3.0931","3.0196","3.5357","3.8955","4.9006","5.5497","4.8444","4.7857","4.7108","5.203","5.0617","6.643","6.611","7.207","7.3854","",
"Uganda","UGA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.3632","0.3632","0.3632","0.3663","0.3788","0.3819","0.5528","0.5158","0.4595","0.431","0.475","0.3774","0.3436","0.2967","0.357","0.3824","0.4399","0.4972","0.5351","0.5061","0.5974","0.6162","0.6159","0.6025","0.5539","0.7181","0.7368","0.7718","0.8829","0.889","0.9047","0.9172","0.9299","0.9581","0.9853","1.0216","1.1287","1.1898","1.3805","1.5244","1.2802","1.6394","2.0416","2.1926","2.4352","2.7419","2.9437","3.1052","3.3855","3.518","3.3913","3.7007","3.8245","",
"Ukraine","UKR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","21.1865","21.1865","22.8708","24.3873","26.1646","29.6168","31.0501","31.3946","31.9939","32.7824","34.4794","35.0412","35.3611","35.2096","35.3725","35.827","38.1857","39.3759","39.8791","40.991","54.8617","66.1123","40.9448","35.4422","32.2504","33.3218","30.1513","35.8955","33.576","28.1036","26.9171","28.4656","29.7024","29.1694","31.1722","30.5906","30.2298","39.9521","39.9194","33.4182","33.9065","33.6688","31.2469","31.3281","26.91","23.0578","24.2921","25.3547","25.0953","26.6672","21.7009","21.5975","19.0528","",
"Upper middle income","UMC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","281.8651","282.686","305.985","335.243","356.2751","389.7287","410.1232","429.8099","445.0144","462.277","468.5597","484.5585","496.3612","498.1738","515.9541","531.401","556.3221","578.948","598.6936","628.0422","662.8928","695.7372","690.4131","724.8432","728.5953","768.8834","849.8368","851.8292","846.4654","868.5106","982.522","1006.8864","1048.8739","1102.3917","1207.9353","1259.3062","1320.3529","1402.623","1466.811","1480.0867","1573.9634","1682.7674","1814.5121","1917.5184","1967.9206","2020.9749","2050.4042","2110.9735","2202.9104","2209.3447","2015.1516","2139.483","2192.2686","",
"Uruguay","URY","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.7356","1.7356","1.8626","1.8142","1.6555","1.6618","1.7439","1.7635","1.7639","1.9327","1.6525","1.666","1.5893","1.5188","1.3761","1.3348","1.3476","1.411","1.4435","1.5103","1.5169","1.612","1.7329","1.9554","2.2003","2.1817","2.3189","2.519","2.6907","2.7827","2.5172","2.4142","2.1804","2.0918","2.2111","2.2742","2.5012","2.6775","2.7268","2.9435","3.1","3.2245","3.2647","3.4328","3.4188","3.4494","3.5179","3.6753","3.6281","4.175","3.5137","4.4303","4.4353","",
"United States","USA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1039.7828","1086.6479","1154.5967","1206.4598","1178.3568","1193.4708","1246.5694","1285.1881","1331.2096","1303.3298","1241.2331","1235.8919","1227.5183","1243.7907","1281.7035","1292.5644","1315.0224","1359.2783","1421.9826","1433.5868","1426.9725","1399.6682","1430.6614","1454.1851","1506.8958","1537.7559","1577.1938","1602.1294","1640.36","1686.1773","1717.8487","1720.0372","1741.6418","1766.7548","1788.6669","1807.7222","1806.018","1806.3663","1708.2744","1622.5473","1679.7732","1633.5908","1597.5314","1646.9372","1639.846","1700.0468","1711.2183","1724.0175","1762.2354","1757.3449","1507.9152","1669.4069","1720.4551","",
"Uzbekistan","UZB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.5573","2.5573","2.805","3.0361","3.3173","3.6591","3.9429","4.0128","4.1166","4.2643","4.5955","4.6303","4.6455","4.5883","4.5776","4.6437","5.0327","5.2241","5.3085","5.4765","7.6859","6.9363","5.4297","4.7734","4.2711","6.8628","9.3658","9.4872","12.9366","13.4885","13.4943","13.89","13.4005","12.1698","12.1696","12.2062","12.93","12.9055","12.781","11.9854","12.7548","12.3377","10.0529","8.8819","8.4991","8.011","8.0813","8.7375","14.4488","14.9763","15.7563","17.5783","17.8927","",
"St. Vincent and the Grenadines","VCT","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0008","0.0008","0.0006","0.0007","0.0008","0.0011","0.0012","0.0012","0.0012","0.0011","0.0016","0.0016","0.0017","0.0018","0.002","0.002","0.0018","0.0019","0.0024","0.0042","0.0079","0.0078","0.0098","0.0082","0.015","0.0165","0.0146","0.0179","0.0204","0.0212","0.0132","0.0155","0.017","0.018","0.0192","0.0202","0.0229","0.0242","0.026","0.0402","0.0324","0.0212","0.0277","0.0271","0.0305","0.0296","0.0308","0.0334","0.0342","0.0325","0.0274","0.0266","0.0277","",
"Venezuela, RB","VEN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","11.9951","11.9951","13.0166","14.5644","17.1256","19.3049","21.5717","22.7003","25.1221","25.962","27.0042","28.0648","28.4002","27.9138","26.9671","27.4754","27.7407","28.2506","29.2756","27.6938","28.5538","30.2524","29.7754","31.9118","32.395","33.4902","34.8309","32.4515","33.225","32.893","33.9391","36.1988","38.474","34.3738","34.8368","41.5512","43.796","47.4443","49.5138","50.2618","48.6","50.8393","55.546","54.4991","53.5913","46.6422","40.7815","37.299","32.9105","29.9627","23.4139","26.372","31.0942","",
"British Virgin Islands","VGB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0005","0.0005","0.0004","0.0005","0.0005","0.0007","0.0008","0.0008","0.0008","0.0007","0.001","0.0016","0.0017","0.0018","0.0013","0.0013","0.0009","0.0024","0.0026","0.0028","0.005","0.0052","0.0054","0.0055","0.0055","0.0054","0.007","0.0073","0.0076","0.0079","0.0088","0.0089","0.0095","0.0104","0.0107","0.0114","0.0141","0.0152","0.0176","0.0206","0.0237","0.0171","0.0181","0.0216","0.0232","0.0224","0.0236","0.0206","0.0291","0.0254","0.0215","0.0208","0.0217","",
"Virgin Islands (U.S.)","VIR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.8089","2.8089","2.9003","2.8028","2.2849","2.2849","0.7616","0.4874","0.5636","0.6702","1.9875","1.6281","1.7074","1.9057","1.8561","2.8719","3.1968","3.7257","3.9731","3.5975","4.166","3.9382","4.4165","6.8995","7.6064","7.2744","7.9986","8.7492","9.1958","9.8289","10.5697","11.2946","13.8393","15.6523","19.162","19.3611","19.337","22.6361","24.1008","28.9275","31.07","30.5116","30.0571","29.2996","29.9625","33.1796","36.7853","40.0402","41.8466","43.5676","36.6267","34.0342","37.6393","",
"Vanuatu","VUT","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0278","0.0278","0.0303","0.0289","0.028","0.0325","0.0294","0.0326","0.0346","0.0374","0.038","0.0345","0.0355","0.0349","0.0343","0.0427","0.0317","0.0315","0.0414","0.034","0.0328","0.03","0.0161","0.0163","0.0166","0.0166","0.0182","0.0172","0.0169","0.0154","0.0385","0.041","0.0367","0.0412","0.0306","0.0341","0.0327","0.0512","0.0584","0.0722","0.0855","0.1014","0.0833","0.0756","0.0811","0.074","0.074","0.0906","0.1166","0.1192","0.0925","0.0959","0.099","",
"World","WLD","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4611.3819496766","4648.9915536468","4753.8422497243","4795.2874140276","4891.4475551928","5026.1255058678","5231.4717685889","5307.3856950748","5431.0582964973","5591.7715269604","5771.6890451295","5801.1705682365","5952.7498665276","6077.7417762572","6359.8409119013","6500.2406706414","6652.0704648068","6859.3614896358","6862.7298224094","6723.4977300361","7010.901771943","7128.4255065774","7187.5142107202","7373.9025871502","7497.3037960273","7732.1018745452","7879.1763346391","8078.3370235989","8271.7627834534","8269.9170851389","7101.1158615003","7610.4816121031","7967.5863117163","",
"Samoa","WSM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0243","0.0243","0.0265","0.0252","0.0245","0.0284","0.0257","0.0285","0.0303","0.0327","0.0333","0.0345","0.0406","0.0398","0.049","0.0427","0.0298","0.0342","0.0343","0.041","0.0396","0.0404","0.0379","0.0431","0.044","0.0439","0.0482","0.0456","0.0448","0.0407","0.0856","0.0846","0.0794","0.0788","0.0741","0.0837","0.0894","0.0933","0.111","0.1246","0.1455","0.1512","0.1516","0.1398","0.1329","0.1531","0.1584","0.1727","0.1685","0.1946","0.1511","0.1566","0.1616","",
"Kosovo","XKX","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.6587","0.6587","0.9169","1.247","1.2465","1.0221","1.5299","1.4748","1.6117","1.7576","2.3193","2.3463","2.4473","2.772","2.7544","2.8962","3.3009","3.5221","3.7317","3.8892","4.0138","5.1345","5.4066","4.4074","4.4478","3.9634","3.7641","3.7751","4.0761","4.5115","4.399","4.8433","4.2455","5.0339","5.2217","5.5734","5.1744","4.7222","5.0372","8.1475","7.1503","6.657","5.4785","8.3026","8.38","3.1319","2.5873","2.4369","3.0391","3.0637","2.7089","2.791","2.9278","",
"South Africa","ZAF","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","28.7199","28.7199","28.8586","30.2706","28.3703","31.345","29.5543","28.6866","29.2139","25.321","25.5837","26.5522","26.4537","26.2123","27.6995","26.4274","26.0684","27.4878","28.6936","28.9507","29.5458","29.5745","30.0627","30.2267","31.3304","35.1738","34.3186","35.2274","34.8915","35.3592","35.1803","36.0054","36.7912","38.9773","41.255","43.2016","44.3515","48.7521","47.0532","45.0708","46.4991","48.7816","48.8432","53.7433","51.3328","53.9094","51.5133","56.2074","55.5992","53.2949","45.0388","49.0047","50.7905","",
"Zambia","ZMB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.6312","0.6312","0.6854","0.7335","0.6865","0.7366","0.7682","0.6808","0.6337","0.5743","0.8738","0.8429","0.7377","0.7564","0.7812","0.7441","0.7167","0.7564","0.8701","0.7427","0.7734","0.97","0.927","0.6605","0.8108","0.805","0.6256","0.7297","0.6995","0.6727","0.7316","0.7685","0.8054","0.8607","0.9222","0.9899","1.0161","0.904","0.9817","1.1459","1.2333","1.3439","1.613","1.6626","1.8788","2.1008","2.0735","2.0546","2.0938","2.6559","2.4895","2.7122","2.773","",
"Zimbabwe","ZWE","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.0795","2.0795","2.2841","2.2773","1.9325","2.149","1.8585","1.729","1.6789","1.6136","1.8726","1.9913","1.7451","1.9775","1.82","1.9036","2.123","2.0888","2.1181","2.1129","2.0948","1.5921","2.214","1.9723","1.7484","2.174","2.1349","2.1375","2.1221","3.1277","1.9226","1.7959","1.6643","1.3935","1.2144","1.3204","1.276","1.2316","1.0301","1.1055","1.3179","2.3058","2.6156","2.9048","2.6115","2.5349","2.1515","2.2137","2.8351","2.5147","2.0699","2.2546","2.3061","",
